t,left_thigh_joint
0.275000,0.000036471
0.277500,0.000036683
0.280000,0.000036881
0.282500,0.000037064
0.285000,0.000037233
0.287500,0.000037387
0.290000,0.000037527
0.292500,0.000037651
0.295000,0.000037760
0.297500,0.000037854
0.300000,0.000037932
0.302500,0.000037932
0.305000,0.000038012
0.307500,0.000038012
0.310000,0.000038056
0.312500,0.000038056
0.315000,0.000038045
0.317500,0.000038045
0.320000,0.000038045
0.322500,0.000037925
0.325000,0.000037925
0.327500,0.000037749
0.330000,0.000037749
0.332500,0.000037511
0.335000,0.000037316
0.337500,0.000037316
0.340000,0.000037011
0.342500,0.000036759
0.345000,0.000036518
0.347500,0.000036274
0.350000,0.000036017
0.352500,0.000035747
0.355000,0.000035460
0.357500,0.000035158
0.360000,0.000034840
0.362500,0.000034506
0.365000,0.000034156
0.367500,0.000033790
0.370000,0.000033409
0.372500,0.000032847
0.375000,0.000032532
0.377500,0.000031985
0.380000,0.000031654
0.382500,0.000031074
0.385000,0.000030722
0.387500,0.000030106
0.390000,0.000029580
0.392500,0.000029057
0.395000,0.000028525
0.397500,0.000027981
0.400000,0.000027424
0.402500,0.000026855
0.405000,0.000026274
0.407500,0.000025682
0.410000,0.000025080
0.412500,0.000024466
0.415000,0.000023843
0.417500,0.000023209
0.420000,0.000022567
0.422500,0.000021915
0.425000,0.000021256
0.427500,0.000020588
0.430000,0.000019913
0.432500,0.000019231
0.435000,0.000018543
0.437500,0.000017849
0.440000,0.000017149
0.442500,0.000016445
0.445000,0.000015736
0.447500,0.000015023
0.450000,0.000014308
0.452500,0.000013589
0.455000,0.000012869
0.457500,0.000012147
0.460000,0.000011425
0.462500,0.000010702
0.465000,0.000009980
0.467500,0.000009258
0.470000,0.000008539
0.472500,0.000007822
0.475000,0.000007108
0.477500,0.000006398
0.480000,0.000005692
0.482500,0.000004992
0.485000,0.000004299
0.487500,0.000003613
0.490000,0.000002935
0.492500,0.000002267
0.495000,0.000001610
0.497500,0.000000966
0.500000,0.000000339
0.502500,-0.000000276
0.505000,-0.000000895
0.507500,-0.000001520
0.510000,-0.000002151
0.512500,-0.000002789
0.515000,-0.000003433
0.517500,-0.000004084
0.520000,-0.000004740
0.522500,-0.000005403
0.525000,-0.000006071
0.527500,-0.000006745
0.530000,-0.000007424
0.532500,-0.000008109
0.535000,-0.000008881
0.537500,-0.000009508
0.540000,-0.000010279
0.542500,-0.000010913
0.545000,-0.000011694
0.547500,-0.000012335
0.550000,-0.000013125
0.552500,-0.000013773
0.555000,-0.000014571
0.557500,-0.000015226
0.560000,-0.000016030
0.562500,-0.000016691
0.565000,-0.000017502
0.567500,-0.000018167
0.570000,-0.000018983
0.572500,-0.000019652
0.575000,-0.000020473
0.577500,-0.000021145
0.580000,-0.000021969
0.582500,-0.000022644
0.585000,-0.000023470
0.587500,-0.000024146
0.590000,-0.000024973
0.592500,-0.000025650
0.595000,-0.000026478
0.597500,-0.000027154
0.600000,-0.000027981
0.602500,-0.000028656
0.605000,-0.000029481
0.607500,-0.000030154
0.610000,-0.000030975
0.612500,-0.000031645
0.615000,-0.000032462
0.617500,-0.000033128
0.620000,-0.000033940
0.622500,-0.000034601
0.625000,-0.000035405
0.627500,-0.000036060
0.630000,-0.000036773
0.632500,-0.000037577
0.635000,-0.000038222
0.637500,-0.000038923
0.640000,-0.000039629
0.642500,-0.000040331
0.645000,-0.000041029
0.647500,-0.000041720
0.650000,-0.000042406
0.652500,-0.000043086
0.655000,-0.000043759
0.657500,-0.000044425
0.660000,-0.000045084
0.662500,-0.000045736
0.665000,-0.000046379
0.667500,-0.000047015
0.670000,-0.000047643
0.672500,-0.000048262
0.675000,-0.000048872
0.677500,-0.000049473
0.680000,-0.000050065
0.682500,-0.000050647
0.685000,-0.000051219
0.687500,-0.000051781
0.690000,-0.000052332
0.692500,-0.000052872
0.695000,-0.000053402
0.697500,-0.000053920
0.700000,-0.000054426
0.702500,-0.000054920
0.705000,-0.000055403
0.707500,-0.000055873
0.710000,-0.000056330
0.712500,-0.000056775
0.715000,-0.000057206
0.717500,-0.000057624
0.720000,-0.000058028
0.722500,-0.000058419
0.725000,-0.000058795
0.727500,-0.000059157
0.730000,-0.000059504
0.732500,-0.000059837
0.735000,-0.000060155
0.737500,-0.000060457
0.740000,-0.000060663
0.742500,-0.000061007
0.745000,-0.000061199
0.747500,-0.000061509
0.750000,-0.000061678
0.752500,-0.000061871
0.755000,-0.000062064
0.757500,-0.000062247
0.760000,-0.000062416
0.762500,-0.000062569
0.765000,-0.000062705
0.767500,-0.000062824
0.770000,-0.000062925
0.772500,-0.000063009
0.775000,-0.000063009
0.777500,-0.000063100
0.780000,-0.000063100
0.782500,-0.000063100
0.785000,-0.000063100
0.787500,-0.000063100
0.790000,-0.000063100
0.792500,-0.000063100
0.795000,-0.000063001
0.797500,-0.000062894
0.800000,-0.000062773
0.802500,-0.000062634
0.805000,-0.000062477
0.807500,-0.000062301
0.810000,-0.000062106
0.812500,-0.000061892
0.815000,-0.000061659
0.817500,-0.000061301
0.820000,-0.000061090
0.822500,-0.000060713
0.825000,-0.000060378
0.827500,-0.000060035
0.830000,-0.000059675
0.832500,-0.000059296
0.835000,-0.000058899
0.837500,-0.000058484
0.840000,-0.000058050
0.842500,-0.000057597
0.845000,-0.000057127
0.847500,-0.000056638
0.850000,-0.000056131
0.852500,-0.000055606
0.855000,-0.000055063
0.857500,-0.000054502
0.860000,-0.000053924
0.862500,-0.000053327
0.865000,-0.000052714
0.867500,-0.000052083
0.870000,-0.000051435
0.872500,-0.000050770
0.875000,-0.000050089
0.877500,-0.000049390
0.880000,-0.000048675
0.882500,-0.000047944
0.885000,-0.000047197
0.887500,-0.000046344
0.890000,-0.000045642
0.892500,-0.000044769
0.895000,-0.000044039
0.897500,-0.000043134
0.900000,-0.000042290
0.902500,-0.000041436
0.905000,-0.000040569
0.907500,-0.000039688
0.910000,-0.000038793
0.912500,-0.000037885
0.915000,-0.000036963
0.917500,-0.000036028
0.920000,-0.000035081
0.922500,-0.000034121
0.925000,-0.000033148
0.927500,-0.000032164
0.930000,-0.000031168
0.932500,-0.000030161
0.935000,-0.000029142
0.937500,-0.000028113
0.940000,-0.000027073
0.942500,-0.000026023
0.945000,-0.000024963
0.947500,-0.000023894
0.950000,-0.000022815
0.952500,-0.000021727
0.955000,-0.000020631
0.957500,-0.000019526
0.960000,-0.000018413
0.962500,-0.000017292
0.965000,-0.000016164
0.967500,-0.000015029
0.970000,-0.000013888
0.972500,-0.000012740
0.975000,-0.000011585
0.977500,-0.000010426
0.980000,-0.000009260
0.982500,-0.000008090
0.985000,-0.000006915
0.987500,-0.000005736
0.990000,-0.000004553
0.992500,-0.000003366
0.995000,-0.000002176
0.997500,-0.000000983
1.000000,0.000000212
1.002500,0.000001442
1.005000,0.000002723
1.007500,0.000004051
1.010000,0.000005421
1.012500,0.000006830
1.015000,0.000008277
1.017500,0.000009761
1.020000,0.000011279
1.022500,0.000012831
1.025000,0.000014415
1.027500,0.000016031
1.030000,0.000017677
1.032500,0.000019353
1.035000,0.000021057
1.037500,0.000022788
1.040000,0.000024546
1.042500,0.000026329
1.045000,0.000028137
1.047500,0.000029969
1.050000,0.000031823
1.052500,0.000033700
1.055000,0.000035597
1.057500,0.000037515
1.060000,0.000039451
1.062500,0.000041406
1.065000,0.000043377
1.067500,0.000045365
1.070000,0.000047369
1.072500,0.000049386
1.075000,0.000051417
1.077500,0.000053461
1.080000,0.000055515
1.082500,0.000057580
1.085000,0.000059655
1.087500,0.000061738
1.090000,0.000063828
1.092500,0.000065925
1.095000,0.000068028
1.097500,0.000070134
1.100000,0.000072244
1.102500,0.000074357
1.105000,0.000076470
1.107500,0.000078584
1.110000,0.000080698
1.112500,0.000082809
1.115000,0.000084918
1.117500,0.000087022
1.120000,0.000089122
1.122500,0.000091216
1.125000,0.000093303
1.127500,0.000095382
1.130000,0.000097452
1.132500,0.000099512
1.135000,0.000101560
1.137500,0.000103596
1.140000,0.000105619
1.142500,0.000107628
1.145000,0.000109621
1.147500,0.000111597
1.150000,0.000113556
1.152500,0.000115497
1.155000,0.000117418
1.157500,0.000119318
1.160000,0.000121197
1.162500,0.000123053
1.165000,0.000124885
1.167500,0.000126692
1.170000,0.000128474
1.172500,0.000130229
1.175000,0.000131956
1.177500,0.000133654
1.180000,0.000135323
1.182500,0.000136960
1.185000,0.000138566
1.187500,0.000140140
1.190000,0.000141679
1.192500,0.000143184
1.195000,0.000144653
1.197500,0.000146086
1.200000,0.000147481
1.202500,0.000148838
1.205000,0.000150156
1.207500,0.000151434
1.210000,0.000152498
1.212500,0.000153799
1.215000,0.000154795
1.217500,0.000155834
1.220000,0.000156845
1.222500,0.000157814
1.225000,0.000158740
1.227500,0.000159621
1.230000,0.000160456
1.232500,0.000161245
1.235000,0.000161988
1.237500,0.000162683
1.240000,0.000163330
1.242500,0.000163928
1.245000,0.000164477
1.247500,0.000164977
1.250000,0.000165270
1.252500,0.000165749
1.255000,0.000165982
1.257500,0.000166212
1.260000,0.000166412
1.262500,0.000166570
1.265000,0.000166680
1.267500,0.000166680
1.270000,0.000166680
1.272500,0.000166616
1.275000,0.000166616
1.277500,0.000166376
1.280000,0.000166142
1.282500,0.000165879
1.285000,0.000165574
1.287500,0.000165220
1.290000,0.000164679
1.292500,0.000164332
1.295000,0.000163705
1.297500,0.000163139
1.300000,0.000162537
1.302500,0.000161884
1.305000,0.000161177
1.307500,0.000160416
1.310000,0.000159602
1.312500,0.000158734
1.315000,0.000157813
1.317500,0.000156839
1.320000,0.000155812
1.322500,0.000154733
1.325000,0.000153603
1.327500,0.000152422
1.330000,0.000151190
1.332500,0.000149907
1.335000,0.000148417
1.337500,0.000147168
1.340000,0.000145589
1.342500,0.000144090
1.345000,0.000142551
1.347500,0.000140964
1.350000,0.000139329
1.352500,0.000137648
1.355000,0.000135921
1.357500,0.000134150
1.360000,0.000132334
1.362500,0.000130477
1.365000,0.000128578
1.367500,0.000126638
1.370000,0.000124659
1.372500,0.000122642
1.375000,0.000120588
1.377500,0.000118498
1.380000,0.000116374
1.382500,0.000114217
1.385000,0.000112027
1.387500,0.000109807
1.390000,0.000107558
1.392500,0.000105280
1.395000,0.000102976
1.397500,0.000100647
1.400000,0.000098294
1.402500,0.000095919
1.405000,0.000093523
1.407500,0.000091107
1.410000,0.000088673
1.412500,0.000086223
1.415000,0.000083758
1.417500,0.000081279
1.420000,0.000078789
1.422500,0.000076288
1.425000,0.000073778
1.427500,0.000071262
1.430000,0.000068739
1.432500,0.000066212
1.435000,0.000063683
1.437500,0.000061153
1.440000,0.000058624
1.442500,0.000056097
1.445000,0.000053574
1.447500,0.000051057
1.450000,0.000048547
1.452500,0.000046045
1.455000,0.000043555
1.457500,0.000041076
1.460000,0.000038612
1.462500,0.000036162
1.465000,0.000033731
1.467500,0.000031318
1.470000,0.000028926
1.472500,0.000026557
1.475000,0.000024212
1.477500,0.000021893
1.480000,0.000019603
1.482500,0.000017343
1.485000,0.000015116
1.487500,0.000012924
1.490000,0.000010770
1.492500,0.000008657
1.495000,0.000006589
1.497500,0.000004572
1.500000,0.000002617
1.502500,0.000000704
1.505000,-0.000001217
1.507500,-0.000003149
1.510000,-0.000005093
1.512500,-0.000007047
1.515000,-0.000009012
1.517500,-0.000010987
1.520000,-0.000012972
1.522500,-0.000015071
1.525000,-0.000016994
1.527500,-0.000019103
1.530000,-0.000021041
1.532500,-0.000023163
1.535000,-0.000025113
1.537500,-0.000027248
1.540000,-0.000029209
1.542500,-0.000031353
1.545000,-0.000033324
1.547500,-0.000035476
1.550000,-0.000037454
1.552500,-0.000039611
1.555000,-0.000041594
1.557500,-0.000043755
1.560000,-0.000045741
1.562500,-0.000047902
1.565000,-0.000049889
1.567500,-0.000052049
1.570000,-0.000054035
1.572500,-0.000056098
1.575000,-0.000058165
1.577500,-0.000060230
1.580000,-0.000062291
1.582500,-0.000064348
1.585000,-0.000066401
1.587500,-0.000068448
1.590000,-0.000070488
1.592500,-0.000072522
1.595000,-0.000074548
1.597500,-0.000076567
1.600000,-0.000078576
1.602500,-0.000080575
1.605000,-0.000082564
1.607500,-0.000084542
1.610000,-0.000086509
1.612500,-0.000088462
1.615000,-0.000090403
1.617500,-0.000092329
1.620000,-0.000094241
1.622500,-0.000096137
1.625000,-0.000098017
1.627500,-0.000099880
1.630000,-0.000101726
1.632500,-0.000103553
1.635000,-0.000105361
1.637500,-0.000107149
1.640000,-0.000108916
1.642500,-0.000110662
1.645000,-0.000112386
1.647500,-0.000114088
1.650000,-0.000115765
1.652500,-0.000117419
1.655000,-0.000119047
1.657500,-0.000120650
1.660000,-0.000122226
1.662500,-0.000123775
1.665000,-0.000125296
1.667500,-0.000126789
1.670000,-0.000128252
1.672500,-0.000129685
1.675000,-0.000131088
1.677500,-0.000132459
1.680000,-0.000133799
1.682500,-0.000135105
1.685000,-0.000136379
1.687500,-0.000137618
1.690000,-0.000138823
1.692500,-0.000139993
1.695000,-0.000141126
1.697500,-0.000142224
1.700000,-0.000143284
1.702500,-0.000144307
1.705000,-0.000145292
1.707500,-0.000146238
1.710000,-0.000147145
1.712500,-0.000148012
1.715000,-0.000148838
1.717500,-0.000149624
1.720000,-0.000150309
1.722500,-0.000151098
1.725000,-0.000151712
1.727500,-0.000152353
1.730000,-0.000152962
1.732500,-0.000153528
1.735000,-0.000154051
1.737500,-0.000154528
1.740000,-0.000154960
1.742500,-0.000155346
1.745000,-0.000155686
1.747500,-0.000155980
1.750000,-0.000156167
1.752500,-0.000156443
1.755000,-0.000156573
1.757500,-0.000156700
1.760000,-0.000156799
1.762500,-0.000156799
1.765000,-0.000156864
1.767500,-0.000156864
1.770000,-0.000156864
1.772500,-0.000156723
1.775000,-0.000156540
1.777500,-0.000156311
1.780000,-0.000156034
1.782500,-0.000155556
1.785000,-0.000155256
1.787500,-0.000154686
1.790000,-0.000154151
1.792500,-0.000153583
1.795000,-0.000152972
1.797500,-0.000152316
1.800000,-0.000151614
1.802500,-0.000150867
1.805000,-0.000150075
1.807500,-0.000149237
1.810000,-0.000148356
1.812500,-0.000147430
1.815000,-0.000146461
1.817500,-0.000145449
1.820000,-0.000144257
1.822500,-0.000143267
1.825000,-0.000142004
1.827500,-0.000140807
1.830000,-0.000139579
1.832500,-0.000138313
1.835000,-0.000137008
1.837500,-0.000135665
1.840000,-0.000134286
1.842500,-0.000132869
1.845000,-0.000131416
1.847500,-0.000129927
1.850000,-0.000128404
1.852500,-0.000126846
1.855000,-0.000125253
1.857500,-0.000123628
1.860000,-0.000121970
1.862500,-0.000120279
1.865000,-0.000118558
1.867500,-0.000116805
1.870000,-0.000115022
1.872500,-0.000113210
1.875000,-0.000111369
1.877500,-0.000109499
1.880000,-0.000107603
1.882500,-0.000105679
1.885000,-0.000103729
1.887500,-0.000101754
1.890000,-0.000099755
1.892500,-0.000097731
1.895000,-0.000095684
1.897500,-0.000093614
1.900000,-0.000091522
1.902500,-0.000089410
1.905000,-0.000087277
1.907500,-0.000085124
1.910000,-0.000082952
1.912500,-0.000080763
1.915000,-0.000078555
1.917500,-0.000076260
1.920000,-0.000074115
1.922500,-0.000071794
1.925000,-0.000069619
1.927500,-0.000067267
1.930000,-0.000064996
1.932500,-0.000062715
1.935000,-0.000060420
1.937500,-0.000058113
1.940000,-0.000055795
1.942500,-0.000053467
1.945000,-0.000051129
1.947500,-0.000048782
1.950000,-0.000046426
1.952500,-0.000044063
1.955000,-0.000041694
1.957500,-0.000039319
1.960000,-0.000036938
1.962500,-0.000034553
1.965000,-0.000032165
1.967500,-0.000029774
1.970000,-0.000027381
1.972500,-0.000024986
1.975000,-0.000022591
1.977500,-0.000020197
1.980000,-0.000017803
1.982500,-0.000015411
1.985000,-0.000013022
1.987500,-0.000010635
1.990000,-0.000008253
1.992500,-0.000005876
1.995000,-0.000003504
1.997500,-0.000001139
2.000000,0.000001219
2.002500,0.000003633
2.005000,0.000006134
2.007500,0.000008707
2.010000,0.000011344
2.012500,0.000014041
2.015000,0.000016793
2.017500,0.000019596
2.020000,0.000022449
2.022500,0.000025349
2.025000,0.000028292
2.027500,0.000031278
2.030000,0.000034303
2.032500,0.000037366
2.035000,0.000040465
2.037500,0.000043598
2.040000,0.000046763
2.042500,0.000049959
2.045000,0.000053184
2.047500,0.000056436
2.050000,0.000059714
2.052500,0.000063015
2.055000,0.000066339
2.057500,0.000069683
2.060000,0.000073047
2.062500,0.000076428
2.065000,0.000079825
2.067500,0.000083236
2.070000,0.000086660
2.072500,0.000090095
2.075000,0.000093540
2.077500,0.000096994
2.080000,0.000100453
2.082500,0.000103918
2.085000,0.000107387
2.087500,0.000110857
2.090000,0.000114328
2.092500,0.000117798
2.095000,0.000121266
2.097500,0.000124729
2.100000,0.000128186
2.102500,0.000131636
2.105000,0.000135078
2.107500,0.000138509
2.110000,0.000141928
2.112500,0.000145334
2.115000,0.000148724
2.117500,0.000152098
2.120000,0.000155454
2.122500,0.000158790
2.125000,0.000162105
2.127500,0.000165396
2.130000,0.000168664
2.132500,0.000171905
2.135000,0.000175118
2.137500,0.000178302
2.140000,0.000181643
2.142500,0.000184948
2.145000,0.000188213
2.147500,0.000191438
2.150000,0.000194622
2.152500,0.000197763
2.155000,0.000200859
2.157500,0.000203945
2.160000,0.000206917
2.162500,0.000209903
2.165000,0.000212773
2.167500,0.000215658
2.170000,0.000218222
2.172500,0.000220845
2.175000,0.000223425
2.177500,0.000225950
2.180000,0.000228418
2.182500,0.000230827
2.185000,0.000233175
2.187500,0.000235461
2.190000,0.000237684
2.192500,0.000239842
2.195000,0.000241934
2.197500,0.000243958
2.200000,0.000245914
2.202500,0.000247800
2.205000,0.000249615
2.207500,0.000251357
2.210000,0.000253026
2.212500,0.000254621
2.215000,0.000256139
2.217500,0.000257581
2.220000,0.000258944
2.222500,0.000260229
2.225000,0.000261433
2.227500,0.000262363
2.230000,0.000263289
2.232500,0.000264142
2.235000,0.000264916
2.237500,0.000265610
2.240000,0.000266224
2.242500,0.000266524
2.245000,0.000266808
2.247500,0.000267128
2.250000,0.000267317
2.252500,0.000267317
2.255000,0.000267317
2.257500,0.000267246
2.260000,0.000267168
2.262500,0.000266982
2.265000,0.000266711
2.267500,0.000266260
2.270000,0.000265892
2.272500,0.000265434
2.275000,0.000264879
2.277500,0.000264240
2.280000,0.000263574
2.282500,0.000262784
2.285000,0.000261905
2.287500,0.000260944
2.290000,0.000259903
2.292500,0.000258783
2.295000,0.000257461
2.297500,0.000256305
2.300000,0.000254822
2.302500,0.000253379
2.305000,0.000251862
2.307500,0.000250264
2.310000,0.000248584
2.312500,0.000246824
2.315000,0.000244986
2.317500,0.000243068
2.320000,0.000241074
2.322500,0.000239004
2.325000,0.000236858
2.327500,0.000234639
2.330000,0.000232347
2.332500,0.000229984
2.335000,0.000227551
2.337500,0.000225049
2.340000,0.000222480
2.342500,0.000219846
2.345000,0.000217147
2.347500,0.000214386
2.350000,0.000211564
2.352500,0.000208683
2.355000,0.000205743
2.357500,0.000202749
2.360000,0.000199699
2.362500,0.000196598
2.365000,0.000193446
2.367500,0.000190245
2.370000,0.000186998
2.372500,0.000183706
2.375000,0.000180370
2.377500,0.000176994
2.380000,0.000173579
2.382500,0.000170127
2.385000,0.000166640
2.387500,0.000162858
2.390000,0.000159439
2.392500,0.000155607
2.395000,0.000151877
2.397500,0.000148131
2.400000,0.000144368
2.402500,0.000140588
2.405000,0.000136795
2.407500,0.000132990
2.410000,0.000129176
2.412500,0.000125355
2.415000,0.000121529
2.417500,0.000117701
2.420000,0.000113872
2.422500,0.000110044
2.425000,0.000106220
2.427500,0.000102402
2.430000,0.000098593
2.432500,0.000094793
2.435000,0.000091006
2.437500,0.000087233
2.440000,0.000083477
2.442500,0.000079739
2.445000,0.000076022
2.447500,0.000072328
2.450000,0.000068659
2.452500,0.000065017
2.455000,0.000061404
2.457500,0.000057822
2.460000,0.000054274
2.462500,0.000050760
2.465000,0.000047284
2.467500,0.000043847
2.470000,0.000040452
2.472500,0.000037100
2.475000,0.000033794
2.477500,0.000030536
2.480000,0.000027329
2.482500,0.000024174
2.485000,0.000021075
2.487500,0.000018034
2.490000,0.000015055
2.492500,0.000012142
2.495000,0.000009299
2.497500,0.000006534
2.500000,0.000003863
2.502500,0.000001254
2.505000,-0.000001361
2.507500,-0.000003982
2.510000,-0.000006610
2.512500,-0.000009244
2.515000,-0.000011884
2.517500,-0.000014529
2.520000,-0.000017179
2.522500,-0.000019833
2.525000,-0.000022490
2.527500,-0.000025150
2.530000,-0.000027813
2.532500,-0.000030477
2.535000,-0.000033142
2.537500,-0.000035808
2.540000,-0.000038473
2.542500,-0.000041137
2.545000,-0.000043800
2.547500,-0.000046460
2.550000,-0.000049117
2.552500,-0.000051770
2.555000,-0.000054418
2.557500,-0.000057061
2.560000,-0.000059697
2.562500,-0.000062327
2.565000,-0.000064949
2.567500,-0.000067562
2.570000,-0.000070166
2.572500,-0.000072759
2.575000,-0.000075342
2.577500,-0.000077912
2.580000,-0.000080470
2.582500,-0.000083015
2.585000,-0.000085545
2.587500,-0.000088060
2.590000,-0.000090558
2.592500,-0.000093040
2.595000,-0.000095504
2.597500,-0.000097950
2.600000,-0.000100376
2.602500,-0.000102782
2.605000,-0.000105167
2.607500,-0.000107530
2.610000,-0.000109870
2.612500,-0.000112186
2.615000,-0.000114478
2.617500,-0.000116744
2.620000,-0.000118984
2.622500,-0.000121197
2.625000,-0.000123382
2.627500,-0.000125467
2.630000,-0.000127690
2.632500,-0.000129721
2.635000,-0.000131879
2.637500,-0.000133849
2.640000,-0.000135874
2.642500,-0.000137871
2.645000,-0.000139834
2.647500,-0.000141761
2.650000,-0.000143651
2.652500,-0.000145504
2.655000,-0.000147319
2.657500,-0.000149096
2.660000,-0.000150832
2.662500,-0.000152528
2.665000,-0.000154182
2.667500,-0.000155795
2.670000,-0.000157365
2.672500,-0.000158892
2.675000,-0.000160374
2.677500,-0.000161812
2.680000,-0.000163205
2.682500,-0.000164551
2.685000,-0.000165851
2.687500,-0.000167103
2.690000,-0.000168308
2.692500,-0.000169463
2.695000,-0.000170570
2.697500,-0.000171628
2.700000,-0.000172635
2.702500,-0.000173592
2.705000,-0.000174498
2.707500,-0.000175352
2.710000,-0.000176154
2.712500,-0.000176905
2.715000,-0.000177552
2.717500,-0.000178282
2.720000,-0.000178839
2.722500,-0.000179409
2.725000,-0.000179936
2.727500,-0.000180410
2.730000,-0.000180828
2.732500,-0.000181191
2.735000,-0.000181497
2.737500,-0.000181746
2.740000,-0.000181898
2.742500,-0.000182056
2.745000,-0.000182184
2.747500,-0.000182266
2.750000,-0.000182266
2.752500,-0.000182266
2.755000,-0.000182266
2.757500,-0.000182266
2.760000,-0.000182029
2.762500,-0.000181757
2.765000,-0.000181437
2.767500,-0.000180886
2.770000,-0.000180541
2.772500,-0.000179885
2.775000,-0.000179267
2.777500,-0.000178612
2.780000,-0.000177908
2.782500,-0.000177152
2.785000,-0.000176345
2.787500,-0.000175486
2.790000,-0.000174577
2.792500,-0.000173618
2.795000,-0.000172610
2.797500,-0.000171552
2.800000,-0.000170297
2.802500,-0.000169256
2.805000,-0.000167922
2.807500,-0.000166654
2.810000,-0.000165351
2.812500,-0.000164006
2.815000,-0.000162620
2.817500,-0.000161192
2.820000,-0.000159724
2.822500,-0.000158216
2.825000,-0.000156668
2.827500,-0.000155083
2.830000,-0.000153459
2.832500,-0.000151799
2.835000,-0.000150103
2.837500,-0.000148371
2.840000,-0.000146604
2.842500,-0.000144804
2.845000,-0.000142971
2.847500,-0.000141106
2.850000,-0.000139209
2.852500,-0.000137282
2.855000,-0.000135325
2.857500,-0.000133339
2.860000,-0.000131324
2.862500,-0.000129283
2.865000,-0.000127215
2.867500,-0.000125121
2.870000,-0.000123003
2.872500,-0.000120860
2.875000,-0.000118694
2.877500,-0.000116506
2.880000,-0.000114296
2.882500,-0.000112065
2.885000,-0.000109815
2.887500,-0.000107545
2.890000,-0.000105257
2.892500,-0.000102952
2.895000,-0.000100629
2.897500,-0.000098291
2.900000,-0.000095868
2.902500,-0.000093602
2.905000,-0.000091157
2.907500,-0.000088798
2.910000,-0.000086429
2.912500,-0.000084047
2.915000,-0.000081653
2.917500,-0.000079248
2.920000,-0.000076833
2.922500,-0.000074408
2.925000,-0.000071974
2.927500,-0.000069532
2.930000,-0.000067083
2.932500,-0.000064628
2.935000,-0.000062167
2.937500,-0.000059700
2.940000,-0.000057230
2.942500,-0.000054757
2.945000,-0.000052280
2.947500,-0.000049802
2.950000,-0.000047323
2.952500,-0.000044843
2.955000,-0.000042363
2.957500,-0.000039885
2.960000,-0.000037408
2.962500,-0.000034934
2.965000,-0.000032463
2.967500,-0.000029996
2.970000,-0.000027534
2.972500,-0.000025077
2.975000,-0.000022626
2.977500,-0.000020182
2.980000,-0.000017745
2.982500,-0.000015317
2.985000,-0.000012897
2.987500,-0.000010487
2.990000,-0.000008087
2.992500,-0.000005697
2.995000,-0.000003320
2.997500,-0.000000954
3.000000,0.000001399
3.002500,0.000003805
3.005000,0.000006297
3.007500,0.000008863
3.010000,0.000011493
3.012500,0.000014183
3.015000,0.000016928
3.017500,0.000019726
3.020000,0.000022573
3.022500,0.000025467
3.025000,0.000028405
3.027500,0.000031385
3.030000,0.000034405
3.032500,0.000037464
3.035000,0.000040558
3.037500,0.000043687
