t,right_thigh_joint
0.252500,-0.000019789
0.255000,-0.000019978
0.257500,-0.000020167
0.260000,-0.000020353
0.262500,-0.000020535
0.265000,-0.000020711
0.267500,-0.000020881
0.270000,-0.000021046
0.272500,-0.000021205
0.275000,-0.000021358
0.277500,-0.000021504
0.280000,-0.000021644
0.282500,-0.000021777
0.285000,-0.000021904
0.287500,-0.000022023
0.290000,-0.000022136
0.292500,-0.000022241
0.295000,-0.000022339
0.297500,-0.000022430
0.300000,-0.000022514
0.302500,-0.000022514
0.305000,-0.000022627
0.307500,-0.000022627
0.310000,-0.000022733
0.312500,-0.000022733
0.315000,-0.000022818
0.317500,-0.000022818
0.320000,-0.000022818
0.322500,-0.000022818
0.325000,-0.000022818
0.327500,-0.000022818
0.330000,-0.000022818
0.332500,-0.000022818
0.335000,-0.000022818
0.337500,-0.000022818
0.340000,-0.000022818
0.342500,-0.000022715
0.345000,-0.000022628
0.347500,-0.000022542
0.350000,-0.000022451
0.352500,-0.000022351
0.355000,-0.000022244
0.357500,-0.000022126
0.360000,-0.000022000
0.362500,-0.000021864
0.365000,-0.000021718
0.367500,-0.000021563
0.370000,-0.000021398
0.372500,-0.000021223
0.375000,-0.000021039
0.377500,-0.000020845
0.380000,-0.000020641
0.382500,-0.000020340
0.385000,-0.000020169
0.387500,-0.000019870
0.390000,-0.000019687
0.392500,-0.000019366
0.395000,-0.000019169
0.397500,-0.000018824
0.400000,-0.000018526
0.402500,-0.000018229
0.405000,-0.000017923
0.407500,-0.000017609
0.410000,-0.000017285
0.412500,-0.000016951
0.415000,-0.000016609
0.417500,-0.000016257
0.420000,-0.000015896
0.422500,-0.000015525
0.425000,-0.000015146
0.427500,-0.000014758
0.430000,-0.000014361
0.432500,-0.000013955
0.435000,-0.000013540
0.437500,-0.000013117
0.440000,-0.000012685
0.442500,-0.000012245
0.445000,-0.000011796
0.447500,-0.000011339
0.450000,-0.000010874
0.452500,-0.000010401
0.455000,-0.000009921
0.457500,-0.000009432
0.460000,-0.000008936
0.462500,-0.000008432
0.465000,-0.000007921
0.467500,-0.000007402
0.470000,-0.000006877
0.472500,-0.000006344
0.475000,-0.000005805
0.477500,-0.000005259
0.480000,-0.000004706
0.482500,-0.000004147
0.485000,-0.000003582
0.487500,-0.000003011
0.490000,-0.000002433
0.492500,-0.000001850
0.495000,-0.000001262
0.497500,-0.000000668
0.500000,-0.000000069
0.502500,0.000000549
0.505000,0.000001196
0.507500,0.000001870
0.510000,0.000002570
0.512500,0.000003295
0.515000,0.000004043
0.517500,0.000004813
0.520000,0.000005606
0.522500,0.000006421
0.525000,0.000007257
0.527500,0.000008217
0.530000,0.000009008
0.532500,0.000009997
0.535000,0.000010822
0.537500,0.000011853
0.540000,0.000012712
0.542500,0.000013783
0.545000,0.000014674
0.547500,0.000015783
0.550000,0.000016705
0.552500,0.000017851
0.555000,0.000018800
0.557500,0.000019981
0.560000,0.000021077
0.562500,0.000022180
0.565000,0.000023297
0.567500,0.000024426
0.570000,0.000025569
0.572500,0.000026724
0.575000,0.000027891
0.577500,0.000029069
0.580000,0.000030258
0.582500,0.000031456
0.585000,0.000032664
0.587500,0.000033881
0.590000,0.000035107
0.592500,0.000036340
0.595000,0.000037580
0.597500,0.000038827
0.600000,0.000040079
0.602500,0.000041337
0.605000,0.000042599
0.607500,0.000043865
0.610000,0.000045135
0.612500,0.000046407
0.615000,0.000047681
0.617500,0.000048957
0.620000,0.000050233
0.622500,0.000051509
0.625000,0.000052785
0.627500,0.000054059
0.630000,0.000055331
0.632500,0.000056600
0.635000,0.000057866
0.637500,0.000059128
0.640000,0.000060385
0.642500,0.000061636
0.645000,0.000062881
0.647500,0.000064119
0.650000,0.000065350
0.652500,0.000066430
0.655000,0.000067761
0.657500,0.000068832
0.660000,0.000070142
0.662500,0.000071193
0.665000,0.000072479
0.667500,0.000073508
0.670000,0.000074766
0.672500,0.000075770
0.675000,0.000076852
0.677500,0.000077933
0.680000,0.000079002
0.682500,0.000080054
0.685000,0.000081090
0.687500,0.000082107
0.690000,0.000083107
0.692500,0.000084087
0.695000,0.000085047
0.697500,0.000085987
0.700000,0.000086906
0.702500,0.000087804
0.705000,0.000088679
0.707500,0.000089532
0.710000,0.000090361
0.712500,0.000091166
0.715000,0.000091947
0.717500,0.000092703
0.720000,0.000093433
0.722500,0.000094137
0.725000,0.000094815
0.727500,0.000095465
0.730000,0.000096088
0.732500,0.000096683
0.735000,0.000097249
0.737500,0.000097786
0.740000,0.000098294
0.742500,0.000098771
0.745000,0.000099219
0.747500,0.000099503
0.750000,0.000099976
0.752500,0.000100227
0.755000,0.000100500
0.757500,0.000100765
0.760000,0.000101007
0.762500,0.000101221
0.765000,0.000101404
0.767500,0.000101555
0.770000,0.000101673
0.772500,0.000101759
0.775000,0.000101759
0.777500,0.000101795
0.780000,0.000101795
0.782500,0.000101795
0.785000,0.000101657
0.787500,0.000101657
0.790000,0.000101403
0.792500,0.000101177
0.795000,0.000100942
0.797500,0.000100684
0.800000,0.000100396
0.802500,0.000100077
0.805000,0.000099724
0.807500,0.000099337
0.810000,0.000098753
0.812500,0.000098405
0.815000,0.000097786
0.817500,0.000097394
0.820000,0.000096693
0.822500,0.000096076
0.825000,0.000095446
0.827500,0.000094784
0.830000,0.000094090
0.832500,0.000093362
0.835000,0.000092601
0.837500,0.000091807
0.840000,0.000090981
0.842500,0.000090123
0.845000,0.000089233
0.847500,0.000088311
0.850000,0.000087359
0.852500,0.000086376
0.855000,0.000085363
0.857500,0.000084321
0.860000,0.000083250
0.862500,0.000082151
0.865000,0.000081024
0.867500,0.000079870
0.870000,0.000078689
0.872500,0.000077482
0.875000,0.000076250
0.877500,0.000074832
0.880000,0.000073675
0.882500,0.000072227
0.885000,0.000071031
0.887500,0.000069534
0.890000,0.000068138
0.892500,0.000066731
0.895000,0.000065305
0.897500,0.000063860
0.900000,0.000062398
0.902500,0.000060918
0.905000,0.000059423
0.907500,0.000057913
0.910000,0.000056388
0.912500,0.000054851
0.915000,0.000053301
0.917500,0.000051741
0.920000,0.000050170
0.922500,0.000048590
0.925000,0.000047001
0.927500,0.000045406
0.930000,0.000043804
0.932500,0.000042198
0.935000,0.000040587
0.937500,0.000038973
0.940000,0.000037358
0.942500,0.000035742
0.945000,0.000034126
0.947500,0.000032511
0.950000,0.000030899
0.952500,0.000029291
0.955000,0.000027687
0.957500,0.000026089
0.960000,0.000024499
0.962500,0.000022916
0.965000,0.000021343
0.967500,0.000019781
0.970000,0.000018230
0.972500,0.000016692
0.975000,0.000015169
0.977500,0.000013662
0.980000,0.000012171
0.982500,0.000010699
0.985000,0.000009248
0.987500,0.000007818
0.990000,0.000006411
0.992500,0.000005031
0.995000,0.000003680
0.997500,0.000002362
1.000000,0.000001084
1.002500,-0.000000167
1.005000,-0.000001424
1.007500,-0.000002689
1.010000,-0.000003963
1.012500,-0.000005245
1.015000,-0.000006534
1.017500,-0.000007831
1.020000,-0.000009135
1.022500,-0.000010446
1.025000,-0.000011763
1.027500,-0.000013087
1.030000,-0.000014417
1.032500,-0.000015753
1.035000,-0.000017094
1.037500,-0.000018441
1.040000,-0.000019792
1.042500,-0.000021147
1.045000,-0.000022506
1.047500,-0.000023870
1.050000,-0.000025236
1.052500,-0.000026606
1.055000,-0.000027978
1.057500,-0.000029352
1.060000,-0.000030728
1.062500,-0.000032106
1.065000,-0.000033485
1.067500,-0.000034864
1.070000,-0.000036244
1.072500,-0.000037623
1.075000,-0.000039002
1.077500,-0.000040380
1.080000,-0.000041757
1.082500,-0.000043131
1.085000,-0.000044504
1.087500,-0.000045873
1.090000,-0.000047240
1.092500,-0.000048603
1.095000,-0.000049962
1.097500,-0.000051316
1.100000,-0.000052665
1.102500,-0.000054009
1.105000,-0.000055347
1.107500,-0.000056678
1.110000,-0.000058003
1.112500,-0.000059320
1.115000,-0.000060630
1.117500,-0.000061931
1.120000,-0.000063224
1.122500,-0.000064507
1.125000,-0.000065780
1.127500,-0.000067044
1.130000,-0.000068296
1.132500,-0.000069538
1.135000,-0.000070768
1.137500,-0.000071986
1.140000,-0.000073191
1.142500,-0.000074383
1.145000,-0.000075561
1.147500,-0.000076726
1.150000,-0.000077876
1.152500,-0.000079011
1.155000,-0.000080130
1.157500,-0.000081234
1.160000,-0.000082321
1.162500,-0.000083391
1.165000,-0.000084444
1.167500,-0.000085479
1.170000,-0.000086496
1.172500,-0.000087494
1.175000,-0.000088473
1.177500,-0.000089432
1.180000,-0.000090371
1.182500,-0.000091290
1.185000,-0.000092188
1.187500,-0.000093064
1.190000,-0.000093919
1.192500,-0.000094751
1.195000,-0.000095483
1.197500,-0.000096356
1.200000,-0.000097052
1.202500,-0.000097795
1.205000,-0.000098526
1.207500,-0.000099234
1.210000,-0.000099917
1.212500,-0.000100575
1.215000,-0.000101207
1.217500,-0.000101812
1.220000,-0.000102391
1.222500,-0.000102943
1.225000,-0.000103468
1.227500,-0.000103965
1.230000,-0.000104434
1.232500,-0.000104875
1.235000,-0.000105287
1.237500,-0.000105671
1.240000,-0.000106026
1.242500,-0.000106352
1.245000,-0.000106648
1.247500,-0.000106843
1.250000,-0.000107152
1.252500,-0.000107313
1.255000,-0.000107489
1.257500,-0.000107652
1.260000,-0.000107793
1.262500,-0.000107905
1.265000,-0.000107987
1.267500,-0.000107987
1.270000,-0.000107987
1.272500,-0.000107987
1.275000,-0.000107987
1.277500,-0.000107987
1.280000,-0.000107987
1.282500,-0.000107807
1.285000,-0.000107619
1.287500,-0.000107408
1.290000,-0.000107169
1.292500,-0.000106900
1.295000,-0.000106467
1.297500,-0.000106204
1.300000,-0.000105723
1.302500,-0.000105284
1.305000,-0.000104827
1.307500,-0.000104341
1.310000,-0.000103825
1.312500,-0.000103279
1.315000,-0.000102701
1.317500,-0.000102094
1.320000,-0.000101457
1.322500,-0.000100789
1.325000,-0.000100092
1.327500,-0.000099365
1.330000,-0.000098609
1.332500,-0.000097823
1.335000,-0.000097009
1.337500,-0.000096166
1.340000,-0.000095295
1.342500,-0.000094286
1.345000,-0.000093450
1.347500,-0.000092397
1.350000,-0.000091407
1.352500,-0.000090397
1.355000,-0.000089361
1.357500,-0.000088299
1.360000,-0.000087213
1.362500,-0.000086101
1.365000,-0.000084965
1.367500,-0.000083805
1.370000,-0.000082621
1.372500,-0.000081413
1.375000,-0.000080182
1.377500,-0.000078929
1.380000,-0.000077653
1.382500,-0.000076355
1.385000,-0.000075035
1.387500,-0.000073695
1.390000,-0.000072334
1.392500,-0.000070952
1.395000,-0.000069551
1.397500,-0.000068130
1.400000,-0.000066691
1.402500,-0.000065232
1.405000,-0.000063756
1.407500,-0.000062263
1.410000,-0.000060752
1.412500,-0.000059225
1.415000,-0.000057681
1.417500,-0.000056122
1.420000,-0.000054548
1.422500,-0.000052959
1.425000,-0.000051356
1.427500,-0.000049739
1.430000,-0.000048110
1.432500,-0.000046467
1.435000,-0.000044813
1.437500,-0.000043147
1.440000,-0.000041470
1.442500,-0.000039782
1.445000,-0.000038084
1.447500,-0.000036377
1.450000,-0.000034661
1.452500,-0.000032937
1.455000,-0.000031204
1.457500,-0.000029464
1.460000,-0.000027718
1.462500,-0.000025965
1.465000,-0.000024206
1.467500,-0.000022442
1.470000,-0.000020674
1.472500,-0.000018901
1.475000,-0.000017125
1.477500,-0.000015345
1.480000,-0.000013564
1.482500,-0.000011780
1.485000,-0.000009994
1.487500,-0.000008208
1.490000,-0.000006422
1.492500,-0.000004635
1.495000,-0.000002850
1.497500,-0.000001065
1.500000,0.000000717
1.502500,0.000002545
1.505000,0.000004445
1.507500,0.000006408
1.510000,0.000008428
1.512500,0.000010502
1.515000,0.000012712
1.517500,0.000014798
1.520000,0.000017101
1.522500,0.000019273
1.525000,0.000021668
1.527500,0.000023919
1.530000,0.000026399
1.532500,0.000028723
1.535000,0.000031281
1.537500,0.000033778
1.540000,0.000036306
1.542500,0.000038867
1.545000,0.000041460
1.547500,0.000044082
1.550000,0.000046734
1.552500,0.000049413
1.555000,0.000052118
1.557500,0.000054849
1.560000,0.000057603
1.562500,0.000060379
1.565000,0.000063177
1.567500,0.000065994
1.570000,0.000068830
1.572500,0.000071683
1.575000,0.000074551
1.577500,0.000077435
1.580000,0.000080331
1.582500,0.000083240
1.585000,0.000086159
1.587500,0.000089088
1.590000,0.000092024
1.592500,0.000094967
1.595000,0.000097916
1.597500,0.000100868
1.600000,0.000103823
1.602500,0.000106780
1.605000,0.000109736
1.607500,0.000112691
1.610000,0.000115643
1.612500,0.000118591
1.615000,0.000121533
1.617500,0.000124469
1.620000,0.000127396
1.622500,0.000130313
1.625000,0.000133053
1.627500,0.000136058
1.630000,0.000138774
1.632500,0.000141750
1.635000,0.000144434
1.637500,0.000147199
1.640000,0.000149951
1.642500,0.000152682
1.645000,0.000155391
1.647500,0.000158076
1.650000,0.000160736
1.652500,0.000163370
1.655000,0.000165975
1.657500,0.000168551
1.660000,0.000171097
1.662500,0.000173875
1.665000,0.000176379
1.667500,0.000178952
1.670000,0.000181496
1.672500,0.000184001
1.675000,0.000186463
1.677500,0.000188881
1.680000,0.000191253
1.682500,0.000193578
1.685000,0.000195855
1.687500,0.000198082
1.690000,0.000200258
1.692500,0.000202383
1.695000,0.000204453
1.697500,0.000206469
1.700000,0.000208429
1.702500,0.000210331
1.705000,0.000212176
1.707500,0.000213960
1.710000,0.000215684
1.712500,0.000217346
1.715000,0.000218944
1.717500,0.000220479
1.720000,0.000221948
1.722500,0.000223351
1.725000,0.000224686
1.727500,0.000225953
1.730000,0.000227150
1.732500,0.000228092
1.735000,0.000228990
1.737500,0.000229916
1.740000,0.000230755
1.742500,0.000231474
1.745000,0.000232190
1.747500,0.000232815
1.750000,0.000233326
1.752500,0.000233651
1.755000,0.000233927
1.757500,0.000234152
1.760000,0.000234369
1.762500,0.000234369
1.765000,0.000234369
1.767500,0.000234342
1.770000,0.000234342
1.772500,0.000234072
1.775000,0.000233790
1.777500,0.000233463
1.780000,0.000232955
1.782500,0.000232612
1.785000,0.000231975
1.787500,0.000231382
1.790000,0.000230736
1.792500,0.000230019
1.795000,0.000229230
1.797500,0.000228368
1.800000,0.000227433
1.802500,0.000226425
1.805000,0.000225345
1.807500,0.000224192
1.810000,0.000222968
1.812500,0.000221527
1.815000,0.000220290
1.817500,0.000218708
1.820000,0.000217181
1.822500,0.000215589
1.825000,0.000213925
1.827500,0.000212188
1.830000,0.000210381
1.832500,0.000208503
1.835000,0.000206556
1.837500,0.000204540
1.840000,0.000202458
1.842500,0.000200309
1.845000,0.000198095
1.847500,0.000195818
1.850000,0.000193478
1.852500,0.000191077
1.855000,0.000188616
1.857500,0.000186097
1.860000,0.000183521
1.862500,0.000180889
1.865000,0.000178204
1.867500,0.000175466
1.870000,0.000172677
1.872500,0.000169838
1.875000,0.000166953
1.877500,0.000164021
1.880000,0.000161045
1.882500,0.000158027
1.885000,0.000154967
1.887500,0.000151870
1.890000,0.000148735
1.892500,0.000145564
1.895000,0.000142361
1.897500,0.000139126
1.900000,0.000135862
1.902500,0.000132570
1.905000,0.000129253
1.907500,0.000125912
1.910000,0.000122311
1.912500,0.000119057
1.915000,0.000115430
1.917500,0.000111914
1.920000,0.000108392
1.922500,0.000104864
1.925000,0.000101330
1.927500,0.000097794
1.930000,0.000094257
1.932500,0.000090721
1.935000,0.000087188
1.937500,0.000083660
1.940000,0.000080140
1.942500,0.000076629
1.945000,0.000073130
1.947500,0.000069644
1.950000,0.000066173
1.952500,0.000062720
1.955000,0.000059287
1.957500,0.000055876
1.960000,0.000052488
1.962500,0.000049126
1.965000,0.000045793
1.967500,0.000042489
1.970000,0.000039218
1.972500,0.000035982
1.975000,0.000032782
1.977500,0.000029622
1.980000,0.000026503
1.982500,0.000023428
1.985000,0.000020401
1.987500,0.000017423
1.990000,0.000014499
1.992500,0.000011633
1.995000,0.000008829
1.997500,0.000006096
2.000000,0.000003449
2.002500,0.000000860
2.005000,-0.000001735
2.007500,-0.000004339
2.010000,-0.000006949
2.012500,-0.000009567
2.015000,-0.000012191
2.017500,-0.000014821
2.020000,-0.000017457
2.022500,-0.000020097
2.025000,-0.000022742
2.027500,-0.000025389
2.030000,-0.000028040
2.032500,-0.000030693
2.035000,-0.000033348
2.037500,-0.000036003
2.040000,-0.000038659
2.042500,-0.000041314
2.045000,-0.000043968
2.047500,-0.000046620
2.050000,-0.000049269
2.052500,-0.000051914
2.055000,-0.000054555
2.057500,-0.000057191
2.060000,-0.000059822
2.062500,-0.000062445
2.065000,-0.000065061
2.067500,-0.000067669
2.070000,-0.000070267
2.072500,-0.000072856
2.075000,-0.000075433
2.077500,-0.000077999
2.080000,-0.000080553
2.082500,-0.000083093
2.085000,-0.000085619
2.087500,-0.000088130
2.090000,-0.000090626
2.092500,-0.000093104
2.095000,-0.000095565
2.097500,-0.000098008
2.100000,-0.000100431
2.102500,-0.000102834
2.105000,-0.000105216
2.107500,-0.000107577
2.110000,-0.000109914
2.112500,-0.000112228
2.115000,-0.000114518
2.117500,-0.000116782
2.120000,-0.000119020
2.122500,-0.000121231
2.125000,-0.000123415
2.127500,-0.000125499
2.130000,-0.000127720
2.132500,-0.000129750
2.135000,-0.000131906
2.137500,-0.000133876
2.140000,-0.000135899
2.142500,-0.000137895
2.145000,-0.000139857
2.147500,-0.000141783
2.150000,-0.000143673
2.152500,-0.000145525
2.155000,-0.000147339
2.157500,-0.000149115
2.160000,-0.000150850
2.162500,-0.000152545
2.165000,-0.000154199
2.167500,-0.000155811
2.170000,-0.000157381
2.172500,-0.000158907
2.175000,-0.000160389
2.177500,-0.000161826
2.180000,-0.000163218
2.182500,-0.000164564
2.185000,-0.000165863
2.187500,-0.000167115
2.190000,-0.000168319
2.192500,-0.000169474
2.195000,-0.000170581
2.197500,-0.000171638
2.200000,-0.000172645
2.202500,-0.000173601
2.205000,-0.000174507
2.207500,-0.000175361
2.210000,-0.000176163
2.212500,-0.000176913
2.215000,-0.000177560
2.217500,-0.000178289
2.220000,-0.000178847
2.222500,-0.000179416
2.225000,-0.000179943
2.227500,-0.000180417
2.230000,-0.000180835
2.232500,-0.000181197
2.235000,-0.000181503
2.237500,-0.000181752
2.240000,-0.000181904
2.242500,-0.000182062
2.245000,-0.000182190
2.247500,-0.000182272
2.250000,-0.000182272
2.252500,-0.000182272
2.255000,-0.000182272
2.257500,-0.000182272
2.260000,-0.000182035
2.262500,-0.000181763
2.265000,-0.000181443
2.267500,-0.000180891
2.270000,-0.000180546
2.272500,-0.000179890
2.275000,-0.000179272
2.277500,-0.000178617
2.280000,-0.000177913
2.282500,-0.000177157
2.285000,-0.000176349
2.287500,-0.000175491
2.290000,-0.000174582
2.292500,-0.000173622
2.295000,-0.000172614
2.297500,-0.000171556
2.300000,-0.000170301
2.302500,-0.000169260
2.305000,-0.000167925
2.307500,-0.000166657
2.310000,-0.000165354
2.312500,-0.000164010
2.315000,-0.000162623
2.317500,-0.000161195
2.320000,-0.000159727
2.322500,-0.000158218
2.325000,-0.000156671
2.327500,-0.000155085
2.330000,-0.000153462
2.332500,-0.000151801
2.335000,-0.000150105
2.337500,-0.000148373
2.340000,-0.000146607
2.342500,-0.000144806
2.345000,-0.000142973
2.347500,-0.000141108
2.350000,-0.000139211
2.352500,-0.000137283
2.355000,-0.000135326
2.357500,-0.000133340
2.360000,-0.000131326
2.362500,-0.000129284
2.365000,-0.000127216
2.367500,-0.000125123
2.370000,-0.000123004
2.372500,-0.000120861
2.375000,-0.000118695
2.377500,-0.000116507
2.380000,-0.000114297
2.382500,-0.000112067
2.385000,-0.000109816
2.387500,-0.000107546
2.390000,-0.000105258
2.392500,-0.000102952
2.395000,-0.000100630
2.397500,-0.000098292
2.400000,-0.000095869
2.402500,-0.000093603
2.405000,-0.000091158
2.407500,-0.000088799
2.410000,-0.000086430
2.412500,-0.000084048
2.415000,-0.000081654
2.417500,-0.000079249
2.420000,-0.000076834
2.422500,-0.000074408
2.425000,-0.000071975
2.427500,-0.000069533
2.430000,-0.000067084
2.432500,-0.000064628
2.435000,-0.000062167
2.437500,-0.000059701
2.440000,-0.000057231
2.442500,-0.000054757
2.445000,-0.000052281
2.447500,-0.000049802
2.450000,-0.000047323
2.452500,-0.000044843
2.455000,-0.000042364
2.457500,-0.000039885
2.460000,-0.000037409
2.462500,-0.000034934
2.465000,-0.000032463
2.467500,-0.000029996
2.470000,-0.000027534
2.472500,-0.000025077
2.475000,-0.000022626
2.477500,-0.000020182
2.480000,-0.000017745
2.482500,-0.000015317
2.485000,-0.000012897
2.487500,-0.000010487
2.490000,-0.000008087
2.492500,-0.000005697
2.495000,-0.000003320
2.497500,-0.000000954
2.500000,0.000001399
2.502500,0.000003805
2.505000,0.000006297
2.507500,0.000008863
2.510000,0.000011493
2.512500,0.000014183
2.515000,0.000016928
2.517500,0.000019726
2.520000,0.000022573
2.522500,0.000025467
2.525000,0.000028405
2.527500,0.000031385
2.530000,0.000034405
2.532500,0.000037464
2.535000,0.000040558
2.537500,0.000043687
2.540000,0.000046849
2.542500,0.000050041
2.545000,0.000053262
2.547500,0.000056511
2.550000,0.000059785
2.552500,0.000063083
2.555000,0.000066404
2.557500,0.000069745
2.560000,0.000073106
2.562500,0.000076484
2.565000,0.000079879
2.567500,0.000083288
2.570000,0.000086710
2.572500,0.000090143
2.575000,0.000093586
2.577500,0.000097037
2.580000,0.000100495
2.582500,0.000103958
2.585000,0.000107425
2.587500,0.000110894
2.590000,0.000114363
2.592500,0.000117832
2.595000,0.000121298
2.597500,0.000124759
2.600000,0.000128216
2.602500,0.000131665
2.605000,0.000135105
2.607500,0.000138535
2.610000,0.000141953
2.612500,0.000145357
2.615000,0.000148747
2.617500,0.000152120
2.620000,0.000155475
2.622500,0.000158810
2.625000,0.000162124
2.627500,0.000165415
2.630000,0.000168681
2.632500,0.000171922
2.635000,0.000175135
2.637500,0.000178318
2.640000,0.000181656
2.642500,0.000184959
2.645000,0.000188224
2.647500,0.000191449
2.650000,0.000194632
2.652500,0.000197772
2.655000,0.000200868
2.657500,0.000203954
2.660000,0.000206926
2.662500,0.000209912
2.665000,0.000212781
2.667500,0.000215665
2.670000,0.000218229
2.672500,0.000220852
2.675000,0.000223432
2.677500,0.000225957
2.680000,0.000228425
2.682500,0.000230833
2.685000,0.000233181
2.687500,0.000235467
2.690000,0.000237689
2.692500,0.000239847
2.695000,0.000241939
2.697500,0.000243963
2.700000,0.000245919
2.702500,0.000247805
2.705000,0.000249620
2.707500,0.000251362
2.710000,0.000253031
2.712500,0.000254625
2.715000,0.000256143
2.717500,0.000257585
2.720000,0.000258948
2.722500,0.000260233
2.725000,0.000261437
2.727500,0.000262367
2.730000,0.000263293
2.732500,0.000264145
2.735000,0.000264919
2.737500,0.000265614
2.740000,0.000266227
2.742500,0.000266527
2.745000,0.000266811
2.747500,0.000267131
2.750000,0.000267321
2.752500,0.000267321
2.755000,0.000267321
2.757500,0.000267249
2.760000,0.000267172
2.762500,0.000266986
2.765000,0.000266714
2.767500,0.000266263
2.770000,0.000265895
2.772500,0.000265437
2.775000,0.000264882
2.777500,0.000264243
2.780000,0.000263576
2.782500,0.000262787
2.785000,0.000261908
2.787500,0.000260947
2.790000,0.000259906
2.792500,0.000258785
2.795000,0.000257463
2.797500,0.000256307
2.800000,0.000254824
2.802500,0.000253381
2.805000,0.000251864
2.807500,0.000250266
2.810000,0.000248586
2.812500,0.000246826
2.815000,0.000244987
2.817500,0.000243070
2.820000,0.000241076
2.822500,0.000239005
2.825000,0.000236860
2.827500,0.000234640
2.830000,0.000232348
2.832500,0.000229985
2.835000,0.000227552
2.837500,0.000225050
2.840000,0.000222482
2.842500,0.000219847
2.845000,0.000217148
2.847500,0.000214387
2.850000,0.000211565
2.852500,0.000208684
2.855000,0.000205745
2.857500,0.000202750
2.860000,0.000199700
2.862500,0.000196599
2.865000,0.000193447
2.867500,0.000190246
2.870000,0.000186999
2.872500,0.000183706
2.875000,0.000180371
2.877500,0.000176995
2.880000,0.000173580
2.882500,0.000170128
2.885000,0.000166641
2.887500,0.000162859
2.890000,0.000159440
2.892500,0.000155607
2.895000,0.000151878
2.897500,0.000148132
2.900000,0.000144368
2.902500,0.000140589
2.905000,0.000136795
2.907500,0.000132991
2.910000,0.000129177
2.912500,0.000125356
2.915000,0.000121530
2.917500,0.000117701
2.920000,0.000113872
2.922500,0.000110044
2.925000,0.000106221
2.927500,0.000102403
2.930000,0.000098593
2.932500,0.000094793
2.935000,0.000091006
2.937500,0.000087233
2.940000,0.000083477
2.942500,0.000079739
2.945000,0.000076022
2.947500,0.000072328
2.950000,0.000068659
2.952500,0.000065017
2.955000,0.000061404
2.957500,0.000057823
2.960000,0.000054274
2.962500,0.000050760
2.965000,0.000047284
2.967500,0.000043847
2.970000,0.000040452
2.972500,0.000037100
2.975000,0.000033794
2.977500,0.000030537
2.980000,0.000027329
2.982500,0.000024174
2.985000,0.000021075
2.987500,0.000018034
2.990000,0.000015055
2.992500,0.000012142
2.995000,0.000009299
2.997500,0.000006534
3.000000,0.000003863
3.002500,0.000001254
3.005000,-0.000001360
3.007500,-0.000003982
3.010000,-0.000006610
3.012500,-0.000009244
3.015000,-0.000011884
3.017500,-0.000014529
3.020000,-0.000017179
3.022500,-0.000019832
3.025000,-0.000022490
3.027500,-0.000025150
3.030000,-0.000027813
3.032500,-0.000030477
3.035000,-0.000033142
